_id;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;treated;ps;ss_pair;wnnem_pair;nn_euk_pair_01;nn_mah_pair_01;psm_02_pair_01;psm_dyn_pair_01;nn_euk_pair_02;nn_mah_pair_02;psm_02_pair_02;psm_dyn_pair_02;nn_euk_pair_03;nn_mah_pair_03;psm_02_pair_03;psm_dyn_pair_03;nn_euk_pair_04;nn_mah_pair_04;psm_02_pair_04;psm_dyn_pair_04;nn_euk_pair_05;nn_mah_pair_05;psm_02_pair_05;psm_dyn_pair_05;nn_euk_pair_06;nn_mah_pair_06;psm_02_pair_06;psm_dyn_pair_06;nn_euk_pair_07;nn_mah_pair_07;psm_02_pair_07;psm_dyn_pair_07;nn_euk_pair_08;nn_mah_pair_08;psm_02_pair_08;psm_dyn_pair_08;nn_euk_pair_09;nn_mah_pair_09;psm_02_pair_09;psm_dyn_pair_09;nn_euk_pair_10;nn_mah_pair_10;psm_02_pair_10;psm_dyn_pair_10
81;0;0;0;0;0;0;0;0;1;0;1;0,3668131410809002;;315,0;72,0;315,0;897,0;897,0;72,0;315,0;665,0;914,0;953,0;72,0;897,0;665,0;72,0;72,0;665,0;897,0;953,0;72,0;665,0;914,0;953,0;315,0;665,0;665,0;953,0;72,0;914,0;665,0;72,0;72,0;665,0;897,0;72,0;315,0;914,0;665,0;953,0;315,0;665,0;897,0
82;0;1;1;0;0;1;0;0;0;0;0;0,2580595593879934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;1;1;0;1;0;0;0;1;0;1;1;0,33905240056164554;561,0;561,0;561,0;561,0;120,0;875,0;561,0;561,0;;561,0;561,0;561,0;;315,0;561,0;561,0;120,0;366,0;561,0;561,0;680,0;120,0;561,0;561,0;120,0;561,0;561,0;561,0;561,0;680,0;561,0;561,0;120,0;315,0;561,0;561,0;;680,0;561,0;561,0;561,0;561,0
84;0;0;1;1;1;0;1;0;0;0;0;0,2509405200970204;;;872,0;;876,0;876,0;872,0;;876,0;876,0;;;876,0;876,0;587,0;;876,0;876,0;587,0;;876,0;876,0;;;876,0;876,0;587,0;;876,0;876,0;;;876,0;876,0;;;876,0;876,0;872,0;;876,0;876,0
85;0;1;1;0;0;1;1;1;0;0;1;0,3245001325282117;420,0;420,0;217,0;420,0;642,0;411,0;420,0;217,0;642,0;642,0;420,0;203,0;411,0;642,0;420,0;420,0;61,0;678,0;217,0;420,0;642,0;642,0;420,0;203,0;411,0;642,0;217,0;217,0;411,0;420,0;217,0;217,0;125,0;669,0;420,0;420,0;642,0;411,0;217,0;203,0;642,0;642,0
86;0;0;0;1;1;1;0;0;1;1;1;0,3955267625171984;389,0;389,0;389,0;389,0;485,0;485,0;389,0;197,0;389,0;389,0;389,0;389,0;389,0;819,0;958,0;197,0;389,0;819,0;389,0;344,0;389,0;389,0;389,0;389,0;485,0;389,0;389,0;389,0;485,0;819,0;389,0;389,0;389,0;389,0;389,0;197,0;389,0;389,0;197,0;197,0;389,0;819,0
87;1;1;1;0;0;1;0;1;1;0;0;0,4463292653953431;;;;;280,0;280,0;;157,0;280,0;280,0;;530,0;38,0;280,0;;;38,0;38,0;;;58,0;38,0;;;38,0;280,0;;;58,0;38,0;;;58,0;38,0;;;38,0;38,0;;;280,0;280,0
88;0;0;0;0;0;1;1;1;1;0;0;0,4563547566436663;;740,0;784,0;740,0;322,0;211,0;784,0;740,0;322,0;177,0;784,0;740,0;322,0;211,0;784,0;740,0;322,0;322,0;784,0;740,0;;322,0;784,0;740,0;;;784,0;740,0;322,0;322,0;784,0;740,0;177,0;177,0;784,0;740,0;322,0;211,0;784,0;740,0;322,0;322,0
89;1;1;0;1;1;1;1;0;1;1;1;0,38630919968652;580,0;580,0;468,0;580,0;580,0;62,0;580,0;580,0;256,0;256,0;468,0;580,0;580,0;580,0;580,0;580,0;62,0;62,0;468,0;580,0;62,0;256,0;468,0;580,0;256,0;62,0;580,0;580,0;256,0;62,0;580,0;580,0;62,0;62,0;468,0;580,0;62,0;256,0;468,0;580,0;62,0;62,0
90;1;1;1;1;0;0;1;0;0;0;0;0,2555923402533664;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0;487,0
91;0;0;1;0;0;0;1;0;0;0;0;0,2759574271397674;;;;;470,0;931,0;;405,0;533,0;470,0;;;931,0;931,0;;;931,0;470,0;;;931,0;931,0;;405,0;931,0;931,0;;405,0;931,0;533,0;;;931,0;533,0;;;931,0;931,0;;405,0;491,0;931,0
92;0;1;0;1;0;0;0;0;0;1;0;0,2695967215901981;;931,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;1;0;1;1;0;1;0;0;1;1;1;0,4426621107480532;;771,0;771,0;771,0;131,0;349,0;771,0;771,0;349,0;131,0;771,0;503,0;131,0;131,0;771,0;503,0;243,0;131,0;771,0;771,0;349,0;349,0;771,0;771,0;131,0;243,0;771,0;21,0;349,0;349,0;771,0;771,0;243,0;131,0;771,0;771,0;131,0;131,0;771,0;771,0;349,0;131,0
94;1;1;1;1;0;1;0;0;1;1;1;0,4162186665826985;;923,0;615,0;615,0;219,0;219,0;615,0;923,0;219,0;390,0;615,0;615,0;;749,0;615,0;850,0;394,0;390,0;615,0;923,0;;394,0;923,0;615,0;219,0;394,0;615,0;615,0;219,0;394,0;615,0;408,0;;394,0;850,0;615,0;394,0;219,0;615,0;850,0;;219,0
95;1;0;0;0;0;0;0;1;0;1;1;0,3715948297541792;;837,0;837,0;553,0;;683,0;62,0;62,0;;174,0;553,0;985,0;676,0;676,0;62,0;837,0;676,0;844,0;553,0;985,0;167,0;174,0;62,0;553,0;203,0;454,0;62,0;985,0;;174,0;985,0;985,0;167,0;794,0;76,0;985,0;;805,0;553,0;985,0;676,0;683,0
96;1;1;0;0;1;0;0;0;1;0;0;0,3293917815399517;391,0;391,0;391,0;998,0;391,0;391,0;391,0;391,0;391,0;391,0;391,0;998,0;391,0;391,0;391,0;998,0;391,0;391,0;391,0;391,0;391,0;391,0;391,0;391,0;391,0;391,0;391,0;391,0;391,0;391,0;391,0;998,0;391,0;391,0;391,0;391,0;391,0;391,0;391,0;391,0;391,0;391,0
97;1;1;1;0;0;1;1;0;0;1;0;0,3134489515678373;;653,0;430,0;630,0;;;430,0;653,0;;;;630,0;;;56,0;630,0;;;653,0;630,0;;;430,0;653,0;;;;653,0;;;630,0;653,0;;;706,0;653,0;;;630,0;653,0;;
98;0;1;1;1;0;0;0;0;1;1;1;0,3955532550928408;110,0;110,0;731,0;110,0;389,0;389,0;173,0;731,0;110,0;819,0;173,0;558,0;110,0;110,0;173,0;259,0;819,0;389,0;173,0;558,0;110,0;110,0;110,0;558,0;389,0;110,0;110,0;110,0;110,0;110,0;110,0;731,0;485,0;110,0;110,0;558,0;110,0;819,0;731,0;110,0;110,0;110,0
99;0;1;0;0;0;0;0;0;1;1;0;0,3891073670846133;;218,0;750,0;792,0;;;750,0;;;;750,0;750,0;;;750,0;137,0;;;750,0;750,0;;;137,0;137,0;;;750,0;;;;750,0;137,0;;;750,0;;;;137,0;750,0;;
100;1;0;0;1;1;1;1;0;0;0;0;0,25557125819022763;;226,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;909,0;;;;;;
101;0;1;1;0;1;0;1;1;1;0;1;0,4098616769730882;647,0;647,0;660,0;647,0;181,0;647,0;647,0;660,0;647,0;181,0;647,0;647,0;647,0;181,0;660,0;660,0;647,0;181,0;660,0;647,0;647,0;181,0;647,0;660,0;181,0;181,0;660,0;660,0;647,0;181,0;660,0;660,0;647,0;647,0;660,0;660,0;647,0;647,0;660,0;560,0;647,0;181,0
102;1;0;1;0;0;0;1;1;1;0;0;0,4690301341926377;;;;;;745,0;;;;45,0;;;;45,0;;;;15,0;;;;584,0;;;;846,0;;;;314,0;412,0;;;767,0;;379,0;;314,0;412,0;;;899,0
103;0;0;0;1;1;1;0;1;0;0;0;0,3000751263397219;;;473,0;;;;473,0;473,0;;;473,0;;;;473,0;473,0;;;;;;;473,0;;;;;;;;;;;;473,0;473,0;;;;473,0;;
104;0;1;1;1;1;1;1;1;1;1;0;0,4630792351388456;;637,0;572,0;25,0;;;;;;562,0;;314,0;;111,0;;;;252,0;;;;159,0;159,0;;;;314,0;;;899,0;;;;;572,0;;;;572,0;;;827,0
105;1;1;1;0;1;0;1;1;1;1;0;0,4690391739584309;;918,0;918,0;;;584,0;211,0;;;159,0;211,0;;;159,0;918,0;;;598,0;211,0;;;918,0;211,0;;;572,0;211,0;;;584,0;515,0;;;159,0;211,0;211,0;;354,0;211,0;;;25,0
106;1;1;1;1;1;0;1;0;1;0;0;0,34244885440367817;;271,0;;;;;271,0;;;;271,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;0;0;0;1;0;1;1;0;0;1;1;0,3080515004527835;825,0;825,0;447,0;80,0;828,0;825,0;825,0;825,0;825,0;825,0;825,0;825,0;828,0;828,0;447,0;80,0;828,0;825,0;825,0;825,0;333,0;828,0;447,0;80,0;825,0;333,0;825,0;825,0;333,0;333,0;479,0;825,0;825,0;333,0;447,0;825,0;333,0;825,0;825,0;80,0;333,0;825,0
108;1;1;0;1;1;0;1;0;0;1;0;0,2645905656179613;;578,0;;583,0;;;;;;;;583,0;;;;;;;;;;;;583,0;;;;;;;;;;;;;;;;;;
109;0;1;0;0;0;1;1;0;1;0;0;0,3602245790690968;;;;;933,0;933,0;;;933,0;933,0;;;522,0;933,0;;;933,0;933,0;;;343,0;494,0;;;522,0;522,0;;;522,0;933,0;;;933,0;933,0;;;522,0;522,0;;;522,0;933,0
110;0;1;1;1;0;0;0;0;1;1;0;0,3955532550928408;98,0;98,0;862,0;98,0;862,0;862,0;862,0;862,0;98,0;862,0;862,0;339,0;98,0;98,0;862,0;862,0;862,0;862,0;862,0;339,0;98,0;98,0;98,0;339,0;862,0;98,0;98,0;98,0;98,0;98,0;98,0;862,0;862,0;98,0;98,0;862,0;98,0;862,0;862,0;98,0;98,0;98,0
111;0;1;1;0;0;1;1;1;1;1;1;0,4952617684281443;;873,0;997,0;27,0;507,0;416,0;997,0;27,0;507,0;590,0;873,0;27,0;670,0;104,0;704,0;27,0;;74,0;873,0;27,0;;590,0;873,0;27,0;;670,0;873,0;27,0;;19,0;27,0;27,0;;259,0;997,0;997,0;507,0;785,0;873,0;27,0;;967,0
112;0;0;1;0;0;1;0;1;0;1;1;0,3884297372204152;;855,0;683,0;481,0;77,0;77,0;683,0;485,0;77,0;77,0;481,0;760,0;77,0;77,0;481,0;481,0;77,0;77,0;683,0;481,0;77,0;77,0;307,0;448,0;77,0;77,0;481,0;448,0;77,0;77,0;481,0;448,0;77,0;77,0;246,0;448,0;77,0;77,0;481,0;448,0;77,0;77,0
113;0;0;1;1;0;0;0;1;0;1;0;0,3690997925788102;;361,0;361,0;688,0;329,0;329,0;776,0;688,0;329,0;329,0;361,0;688,0;123,0;329,0;361,0;688,0;717,0;329,0;361,0;688,0;361,0;329,0;776,0;688,0;329,0;689,0;361,0;688,0;796,0;689,0;776,0;688,0;657,0;329,0;361,0;688,0;796,0;329,0;361,0;688,0;338,0;329,0
114;1;0;1;1;0;0;1;1;0;0;1;0,3385770202244516;229,0;229,0;229,0;229,0;;823,0;229,0;229,0;296,0;120,0;229,0;984,0;296,0;823,0;229,0;229,0;229,0;120,0;438,0;229,0;120,0;229,0;229,0;984,0;229,0;229,0;229,0;229,0;229,0;229,0;229,0;229,0;229,0;229,0;229,0;229,0;229,0;296,0;229,0;984,0;;366,0
115;1;0;1;1;0;0;1;0;0;1;1;0,3190249451708403;;664,0;581,0;984,0;644,0;644,0;581,0;984,0;644,0;644,0;581,0;575,0;644,0;644,0;581,0;984,0;644,0;644,0;581,0;984,0;644,0;644,0;581,0;664,0;644,0;644,0;581,0;581,0;644,0;644,0;581,0;984,0;644,0;644,0;581,0;984,0;644,0;644,0;581,0;581,0;644,0;644,0
116;0;0;1;0;0;1;1;0;1;1;0;0,4495683151935499;;;;;410,0;410,0;;;374,0;374,0;;;374,0;374,0;218,0;;410,0;374,0;;951,0;374,0;410,0;;;374,0;555,0;;703,0;410,0;374,0;;703,0;374,0;374,0;350,0;;410,0;410,0;;703,0;410,0;374,0
117;1;1;0;1;1;1;0;0;0;1;0;0,2678088791452637;;;;63,0;714,0;714,0;;;714,0;714,0;;;714,0;714,0;;;714,0;714,0;;;714,0;714,0;;8,0;714,0;714,0;;;714,0;714,0;;;714,0;714,0;;;714,0;714,0;;;714,0;714,0
118;0;0;1;1;0;1;1;0;1;0;1;0,391883712332728;17,0;17,0;665,0;265,0;17,0;17,0;17,0;265,0;17,0;17,0;17,0;265,0;17,0;17,0;17,0;265,0;17,0;17,0;906,0;17,0;17,0;17,0;665,0;265,0;17,0;17,0;906,0;17,0;17,0;17,0;265,0;17,0;17,0;17,0;17,0;265,0;17,0;17,0;17,0;17,0;17,0;17,0
119;1;0;0;0;1;1;0;1;1;0;1;0,4344791841269201;833,0;340,0;340,0;833,0;833,0;655,0;340,0;833,0;833,0;833,0;340,0;833,0;833,0;833,0;340,0;833,0;833,0;655,0;340,0;833,0;982,0;982,0;340,0;833,0;833,0;833,0;340,0;833,0;833,0;833,0;340,0;833,0;982,0;833,0;340,0;833,0;982,0;833,0;340,0;833,0;982,0;833,0
120;1;1;0;0;1;1;0;0;1;0;0;0,3400745120023036;;;242,0;242,0;83,0;336,0;242,0;242,0;635,0;114,0;242,0;869,0;694,0;635,0;242,0;242,0;83,0;114,0;242,0;869,0;114,0;83,0;242,0;869,0;83,0;694,0;869,0;242,0;694,0;694,0;242,0;869,0;83,0;336,0;242,0;242,0;16,0;336,0;242,0;242,0;635,0;838,0
121;0;1;0;0;0;1;1;1;0;1;0;0,3562689812929459;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;0;0;1;0;1;1;0;0;0;1;0;0,3015051553072126;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0;748,0
123;1;0;1;1;1;1;0;0;1;0;1;0,3709896315753136;764,0;764,0;764,0;764,0;764,0;612,0;764,0;764,0;;764,0;764,0;764,0;113,0;203,0;764,0;764,0;844,0;454,0;764,0;764,0;764,0;764,0;764,0;764,0;844,0;764,0;764,0;764,0;764,0;612,0;764,0;764,0;;764,0;764,0;764,0;;203,0;764,0;764,0;764,0;454,0
124;0;1;0;0;0;0;0;0;0;0;0;0,2377093091933601;;;;931,0;;;;931,0;;;;931,0;;;;931,0;;;;931,0;;;;931,0;;;;931,0;;;;931,0;;;;931,0;;;;931,0;;
125;0;1;1;1;1;0;0;1;0;1;0;0,32325736456021426;;;;;696,0;696,0;;;696,0;696,0;;;696,0;537,0;;;696,0;240,0;;;537,0;224,0;;;224,0;224,0;;;696,0;240,0;;687,0;85,0;240,0;;;224,0;224,0;;;696,0;537,0
126;1;0;0;0;0;1;1;0;1;1;1;0,4437630856947291;281,0;551,0;870,0;870,0;551,0;551,0;551,0;819,0;551,0;551,0;551,0;819,0;551,0;551,0;551,0;819,0;551,0;551,0;551,0;551,0;551,0;551,0;551,0;870,0;551,0;551,0;551,0;551,0;551,0;551,0;551,0;551,0;551,0;551,0;551,0;819,0;551,0;551,0;551,0;551,0;551,0;551,0
127;0;1;1;1;0;0;0;1;0;1;0;0,3443357957096089;;;;;;965,0;;698,0;;;;;;;;;;;;;298,0;;;;;556,0;;;798,0;437,0;;;798,0;;;;;;;;232,0;556,0
128;1;0;1;1;1;1;1;1;0;1;1;0,3743312871834573;791,0;791,0;791,0;791,0;791,0;174,0;42,0;526,0;791,0;791,0;42,0;791,0;791,0;791,0;791,0;791,0;791,0;174,0;791,0;791,0;791,0;791,0;42,0;791,0;791,0;791,0;42,0;526,0;791,0;791,0;42,0;791,0;791,0;791,0;791,0;791,0;791,0;791,0;791,0;791,0;791,0;791,0
129;0;1;1;1;1;1;1;0;0;1;1;0,2787279213482713;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0;991,0
130;1;0;0;0;1;0;0;1;1;0;0;0,4227305642144949;830,0;830,0;58,0;830,0;830,0;830,0;38,0;830,0;218,0;830,0;;38,0;218,0;218,0;;830,0;830,0;218,0;584,0;830,0;218,0;218,0;38,0;830,0;218,0;325,0;830,0;830,0;830,0;830,0;830,0;830,0;830,0;218,0;830,0;830,0;218,0;218,0;58,0;830,0;751,0;751,0
131;1;1;1;0;0;0;1;1;1;0;0;0,4422614596853989;412,0;412,0;412,0;412,0;93,0;412,0;412,0;412,0;412,0;93,0;412,0;412,0;93,0;93,0;412,0;412,0;412,0;93,0;412,0;412,0;412,0;412,0;157,0;412,0;93,0;412,0;412,0;412,0;412,0;412,0;157,0;412,0;412,0;93,0;412,0;412,0;93,0;93,0;157,0;783,0;412,0;93,0
132;1;1;1;1;0;1;1;1;1;0;0;0,4456648966321781;;354,0;910,0;;;;910,0;;;;360,0;;;;;;;;360,0;;;;360,0;;;;360,0;360,0;;;910,0;360,0;;;;;;;360,0;;;
133;0;0;1;1;0;1;0;1;1;1;1;0,5058272399829523;;760,0;760,0;760,0;793,0;352,0;259,0;353,0;622,0;774,0;352,0;924,0;622,0;622,0;760,0;760,0;622,0;785,0;760,0;785,0;622,0;804,0;760,0;760,0;774,0;622,0;760,0;760,0;622,0;793,0;353,0;353,0;793,0;804,0;760,0;804,0;622,0;964,0;259,0;760,0;793,0;622,0
134;1;0;0;1;0;0;1;0;1;1;0;0,4235867354574027;639,0;639,0;639,0;639,0;751,0;639,0;639,0;639,0;757,0;757,0;639,0;15,0;757,0;639,0;639,0;15,0;639,0;639,0;639,0;15,0;639,0;639,0;639,0;639,0;639,0;751,0;639,0;15,0;639,0;639,0;639,0;639,0;639,0;639,0;639,0;639,0;639,0;639,0;639,0;639,0;639,0;639,0
135;1;1;1;0;0;1;0;1;0;0;1;0,32586903025945435;61,0;411,0;61,0;411,0;61,0;61,0;61,0;411,0;61,0;61,0;61,0;411,0;61,0;61,0;61,0;411,0;411,0;61,0;260,0;411,0;411,0;61,0;61,0;411,0;61,0;61,0;61,0;411,0;61,0;61,0;61,0;411,0;61,0;61,0;61,0;411,0;61,0;61,0;61,0;411,0;61,0;61,0
136;0;0;0;1;0;0;1;1;1;1;0;0,4864054434651026;;550,0;550,0;932,0;289,0;637,0;932,0;171,0;289,0;289,0;932,0;550,0;767,0;637,0;550,0;932,0;637,0;637,0;932,0;550,0;767,0;637,0;171,0;550,0;637,0;921,0;932,0;171,0;637,0;767,0;171,0;550,0;597,0;637,0;550,0;550,0;289,0;597,0;932,0;550,0;289,0;637,0
137;0;1;0;0;0;0;1;0;1;1;1;0,396620442847845;195,0;195,0;324,0;324,0;542,0;636,0;817,0;324,0;;485,0;195,0;324,0;195,0;636,0;195,0;99,0;204,0;204,0;195,0;324,0;485,0;542,0;99,0;99,0;195,0;636,0;195,0;195,0;204,0;636,0;195,0;99,0;195,0;195,0;817,0;195,0;195,0;636,0;99,0;324,0;204,0;195,0
138;0;1;0;1;1;1;1;0;1;1;0;0,37740190562512826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;1;1;1;1;1;0;1;1;1;1;0;0,4605347604954128;;314,0;314,0;314,0;;;921,0;159,0;;;896,0;572,0;;;159,0;572,0;;;921,0;314,0;;;572,0;159,0;;;896,0;;;;314,0;314,0;;;921,0;159,0;;;921,0;314,0;;
140;0;1;1;1;1;1;1;0;1;1;0;0,3918923626417748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;1;1;1;0;0;1;1;0;1;1;1;0,4322619312091512;;27,0;27,0;622,0;216,0;216,0;622,0;622,0;;340,0;27,0;622,0;;216,0;27,0;622,0;;982,0;622,0;622,0;216,0;186,0;622,0;622,0;;216,0;622,0;622,0;216,0;186,0;622,0;622,0;216,0;216,0;622,0;622,0;216,0;216,0;622,0;622,0;216,0;221,0
142;1;1;0;1;1;1;1;0;0;1;1;0,2740304648910364;258,0;695,0;695,0;196,0;695,0;196,0;695,0;196,0;695,0;196,0;695,0;196,0;196,0;196,0;695,0;196,0;695,0;695,0;695,0;196,0;196,0;695,0;695,0;196,0;196,0;695,0;695,0;196,0;196,0;695,0;695,0;196,0;695,0;695,0;695,0;196,0;196,0;695,0;695,0;196,0;196,0;695,0
143;1;0;0;0;1;0;1;1;0;1;1;0,3569348832796614;369,0;369,0;369,0;369,0;369,0;369,0;369,0;369,0;369,0;369,0;369,0;552,0;369,0;369,0;369,0;369,0;369,0;369,0;369,0;369,0;369,0;369,0;369,0;369,0;369,0;369,0;369,0;369,0;369,0;369,0;369,0;552,0;369,0;369,0;369,0;369,0;369,0;369,0;369,0;552,0;369,0;369,0
144;1;0;0;1;1;0;1;0;1;0;0;0,3530463567410192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;1;1;1;1;0;0;0;0;0;1;0;0,2895220632855855;;238,0;155,0;;327,0;57,0;155,0;;327,0;327,0;238,0;;327,0;57,0;238,0;;739,0;327,0;155,0;238,0;739,0;57,0;155,0;;739,0;739,0;155,0;238,0;327,0;57,0;155,0;238,0;739,0;327,0;238,0;;327,0;739,0;155,0;238,0;739,0;57,0
146;0;1;1;1;0;1;1;1;0;0;0;0,31705153349039034;348,0;;;348,0;;;;348,0;;;;348,0;;;;348,0;;;;348,0;;;;348,0;;;;348,0;;;;348,0;;;;348,0;;;;348,0;;
147;1;0;0;0;1;1;1;0;1;0;1;0,3720313372326688;676,0;676,0;676,0;206,0;683,0;676,0;676,0;676,0;676,0;167,0;676,0;206,0;167,0;174,0;676,0;676,0;683,0;676,0;349,0;676,0;683,0;683,0;819,0;206,0;676,0;167,0;676,0;206,0;676,0;676,0;819,0;206,0;203,0;174,0;676,0;349,0;683,0;676,0;754,0;676,0;844,0;167,0
148;0;1;0;1;1;1;0;0;0;1;0;0,2604741977187395;;39,0;39,0;;39,0;39,0;39,0;;39,0;39,0;39,0;;39,0;39,0;39,0;;39,0;39,0;39,0;;39,0;39,0;39,0;;39,0;39,0;39,0;;39,0;39,0;39,0;;39,0;39,0;39,0;;39,0;39,0;39,0;;39,0;39,0
149;1;1;0;0;0;1;0;0;0;0;0;0,25358796424143903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;1;1;0;0;0;1;0;1;0;0;0;0,3125650312305265;319,0;662,0;319,0;;319,0;319,0;;662,0;319,0;319,0;319,0;662,0;319,0;319,0;;;319,0;319,0;;;319,0;319,0;;;319,0;319,0;319,0;;319,0;319,0;319,0;;319,0;319,0;;;319,0;319,0;;662,0;319,0;319,0
151;1;0;1;0;1;0;0;0;0;1;0;0,2993534982403381;;;;;238,0;238,0;;;238,0;238,0;;;238,0;238,0;288,0;;238,0;238,0;288,0;;238,0;238,0;;;238,0;238,0;;;238,0;238,0;;;238,0;238,0;288,0;;238,0;238,0;;;238,0;238,0
152;0;1;0;1;1;1;1;0;1;0;0;0,3310614029590518;;392,0;392,0;240,0;;;;240,0;;;;240,0;;;;240,0;;;392,0;240,0;;;;240,0;;;;240,0;;;;240,0;;;;240,0;;;;240,0;;
153;1;1;0;1;0;0;1;0;1;0;0;0,35005095000044023;;;494,0;;392,0;397,0;494,0;;397,0;294,0;494,0;;294,0;588,0;494,0;;294,0;294,0;494,0;;606,0;294,0;494,0;;294,0;294,0;494,0;;684,0;294,0;494,0;;588,0;294,0;494,0;;294,0;397,0;494,0;;294,0;294,0
154;0;0;0;0;1;1;1;0;1;0;1;0,3632583861150736;720,0;720,0;524,0;216,0;720,0;720,0;720,0;720,0;434,0;720,0;524,0;720,0;720,0;434,0;524,0;720,0;720,0;434,0;720,0;216,0;720,0;434,0;720,0;720,0;434,0;434,0;524,0;720,0;434,0;434,0;524,0;720,0;434,0;434,0;720,0;720,0;434,0;434,0;524,0;524,0;720,0;434,0
155;1;1;1;0;0;0;0;0;0;1;1;0,2966047909208862;;321,0;145,0;831,0;189,0;189,0;145,0;831,0;189,0;189,0;321,0;831,0;189,0;189,0;321,0;831,0;189,0;189,0;145,0;831,0;189,0;189,0;145,0;831,0;189,0;189,0;145,0;831,0;189,0;189,0;145,0;831,0;189,0;189,0;321,0;831,0;189,0;189,0;145,0;831,0;189,0;189,0
156;0;1;1;0;1;1;0;0;0;1;0;0,27926880394140297;;568,0;568,0;902,0;719,0;719,0;568,0;877,0;719,0;719,0;568,0;902,0;719,0;719,0;568,0;902,0;719,0;719,0;568,0;902,0;719,0;719,0;568,0;877,0;719,0;719,0;568,0;902,0;719,0;719,0;568,0;902,0;719,0;719,0;568,0;877,0;719,0;719,0;568,0;902,0;719,0;719,0
157;1;1;1;0;0;0;0;1;1;0;1;0,4345064103203629;;460,0;778,0;950,0;982,0;833,0;950,0;87,0;982,0;982,0;950,0;950,0;982,0;982,0;950,0;950,0;982,0;833,0;778,0;950,0;833,0;833,0;131,0;950,0;982,0;982,0;950,0;950,0;982,0;982,0;131,0;950,0;833,0;982,0;778,0;950,0;833,0;982,0;131,0;950,0;833,0;982,0
158;1;0;1;0;0;0;1;0;0;0;0;0,2835609252100008;;;356,0;965,0;49,0;78,0;356,0;965,0;777,0;777,0;356,0;356,0;646,0;49,0;356,0;356,0;652,0;49,0;356,0;356,0;646,0;49,0;356,0;356,0;78,0;78,0;356,0;356,0;49,0;652,0;356,0;533,0;646,0;777,0;356,0;356,0;652,0;652,0;356,0;356,0;777,0;646,0
159;1;1;1;1;1;1;1;1;1;1;1;0,4724741137183651;;590,0;590,0;507,0;;927,0;590,0;139,0;;105,0;270,0;270,0;;105,0;139,0;443,0;663,0;259,0;590,0;443,0;966,0;104,0;104,0;139,0;663,0;355,0;270,0;443,0;;770,0;590,0;37,0;;105,0;590,0;139,0;;663,0;590,0;443,0;;811,0
160;0;1;0;0;1;1;0;1;0;1;0;0,3278544876934729;;;237,0;237,0;;;237,0;237,0;;;237,0;237,0;;;237,0;237,0;;;237,0;237,0;;;237,0;237,0;;;237,0;237,0;;;237,0;237,0;;;237,0;237,0;;;237,0;237,0;;
161;1;0;0;0;0;0;1;0;0;1;0;0,3131799994632181;;327,0;35,0;;;;882,0;;;;959,0;;;;959,0;;;;882,0;;;;882,0;959,0;;;882,0;;;;882,0;;;;882,0;;;;882,0;;;
162;1;1;0;1;1;1;0;1;0;0;1;0,2855382326259603;;333,0;828,0;212,0;1,0;1,0;828,0;192,0;1,0;1,0;828,0;192,0;1,0;1,0;828,0;192,0;1,0;1,0;828,0;192,0;1,0;1,0;828,0;192,0;1,0;447,0;828,0;192,0;930,0;447,0;828,0;192,0;;1,0;828,0;192,0;1,0;1,0;828,0;192,0;;53,0
163;1;1;0;1;0;1;0;0;1;0;0;0,3538086485729197;;798,0;798,0;325,0;;;29,0;325,0;;;;325,0;;;798,0;325,0;;;721,0;325,0;;;721,0;325,0;;;798,0;325,0;;;;29,0;;;325,0;325,0;;;29,0;325,0;;
