_id;x1;x2;x3;x4;x5;x6;treated;ps;ss_pair;wnnem_pair;nn_euk_pair_01;nn_mah_pair_01;psm_02_pair_01;psm_dyn_pair_01;nn_euk_pair_02;nn_mah_pair_02;psm_02_pair_02;psm_dyn_pair_02;nn_euk_pair_03;nn_mah_pair_03;psm_02_pair_03;psm_dyn_pair_03;nn_euk_pair_04;nn_mah_pair_04;psm_02_pair_04;psm_dyn_pair_04;nn_euk_pair_05;nn_mah_pair_05;psm_02_pair_05;psm_dyn_pair_05;nn_euk_pair_06;nn_mah_pair_06;psm_02_pair_06;psm_dyn_pair_06;nn_euk_pair_07;nn_mah_pair_07;psm_02_pair_07;psm_dyn_pair_07;nn_euk_pair_08;nn_mah_pair_08;psm_02_pair_08;psm_dyn_pair_08;nn_euk_pair_09;nn_mah_pair_09;psm_02_pair_09;psm_dyn_pair_09;nn_euk_pair_10;nn_mah_pair_10;psm_02_pair_10;psm_dyn_pair_10
383;0;0;1;0;0;1;0;0,21247414728306924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384;1;0;0;0;0;1;1;0,2726080071702801;653,0;262,0;141,0;262,0;612,0;653,0;109,0;612,0;27,0;141,0;424,0;109,0;612,0;27,0;643,0;424,0;141,0;210,0;27,0;612,0;210,0;27,0;643,0;612,0;27,0;27,0;27,0;262,0;653,0;210,0;424,0;643,0;612,0;210,0;27,0;612,0;653,0;27,0;643,0;262,0;141,0;27,0
385;1;0;0;0;1;1;0;0,30009248760362195;;;315,0;;;;315,0;;;;331,0;;;;331,0;;;;315,0;;;;315,0;;;;331,0;;;;116,0;;;;116,0;;;;331,0;;;
386;0;1;1;1;1;1;1;0,3413992654193282;393,0;82,0;82,0;421,0;95,0;8,0;672,0;421,0;95,0;82,0;95,0;421,0;8,0;95,0;82,0;82,0;672,0;95,0;393,0;672,0;82,0;95,0;393,0;672,0;672,0;82,0;82,0;82,0;8,0;8,0;95,0;672,0;672,0;95,0;95,0;672,0;82,0;95,0;393,0;95,0;8,0;95,0
387;1;0;1;0;1;1;1;0,3417144085911393;531,0;335,0;335,0;531,0;508,0;508,0;531,0;335,0;531,0;508,0;508,0;508,0;335,0;508,0;335,0;531,0;335,0;531,0;531,0;508,0;531,0;508,0;531,0;508,0;335,0;531,0;335,0;335,0;508,0;531,0;531,0;508,0;335,0;508,0;335,0;335,0;508,0;335,0;531,0;335,0;335,0;531,0
388;0;1;1;0;0;1;1;0,26404477799186865;81,0;3,0;537,0;185,0;1,0;622,0;544,0;185,0;622,0;622,0;544,0;185,0;622,0;622,0;544,0;67,0;622,0;622,0;537,0;185,0;1,0;1,0;544,0;185,0;1,0;622,0;544,0;67,0;1,0;1,0;544,0;67,0;622,0;622,0;544,0;185,0;622,0;1,0;537,0;67,0;622,0;1,0
389;1;1;1;0;1;1;0;0,4083868097694666;149,0;599,0;599,0;234,0;149,0;234,0;232,0;234,0;599,0;149,0;149,0;33,0;33,0;149,0;232,0;234,0;33,0;234,0;33,0;47,0;234,0;599,0;33,0;47,0;234,0;149,0;47,0;33,0;234,0;234,0;47,0;599,0;234,0;149,0;149,0;234,0;33,0;149,0;33,0;47,0;232,0;232,0
390;0;0;0;0;0;1;1;0,18223621119888045;97,0;482,0;0,0;0,0;0,0;20,0;154,0;97,0;20,0;0,0;0,0;0,0;20,0;20,0;154,0;97,0;0,0;20,0;154,0;97,0;0,0;20,0;154,0;97,0;20,0;0,0;0,0;0,0;20,0;20,0;0,0;0,0;0,0;20,0;0,0;97,0;20,0;0,0;154,0;97,0;20,0;20,0
391;1;0;0;1;0;1;1;0,32125331444981103;;183,0;362,0;311,0;310,0;445,0;277,0;419,0;310,0;587,0;310,0;419,0;310,0;181,0;277,0;451,0;587,0;310,0;587,0;419,0;310,0;587,0;419,0;578,0;;359,0;277,0;578,0;587,0;359,0;310,0;211,0;;445,0;310,0;310,0;419,0;445,0;277,0;419,0;;359,0
392;0;1;1;1;0;1;1;0,31181707224316;40,0;554,0;40,0;539,0;94,0;339,0;516,0;94,0;94,0;554,0;40,0;539,0;117,0;117,0;339,0;40,0;339,0;94,0;117,0;94,0;117,0;339,0;40,0;94,0;339,0;339,0;339,0;172,0;554,0;94,0;40,0;539,0;339,0;339,0;40,0;539,0;94,0;554,0;117,0;172,0;94,0;554,0
393;0;1;1;1;1;1;0;0,3413992654193282;386,0;34,0;509,0;;;;509,0;;;;34,0;;;;34,0;;;;386,0;;;;386,0;;;;509,0;;;;509,0;;;;569,0;;;;386,0;;;
394;0;1;1;0;1;0;1;0,25030325752296645;647,0;305,0;562,0;647,0;647,0;647,0;562,0;647,0;647,0;647,0;562,0;647,0;647,0;647,0;562,0;647,0;647,0;647,0;562,0;647,0;647,0;647,0;562,0;647,0;647,0;647,0;562,0;647,0;647,0;647,0;562,0;647,0;647,0;647,0;562,0;647,0;647,0;647,0;562,0;647,0;647,0;647,0
395;0;1;0;0;1;0;0;0,21615941276516426;;;251,0;376,0;;;376,0;251,0;;;376,0;251,0;;;376,0;376,0;;;564,0;376,0;;;376,0;376,0;;;564,0;251,0;;;251,0;564,0;;;376,0;564,0;;;251,0;376,0;;
396;0;1;0;1;1;1;1;0,2997982482783427;589,0;163,0;24,0;646,0;646,0;505,0;425,0;163,0;646,0;505,0;24,0;646,0;505,0;646,0;425,0;505,0;130,0;400,0;505,0;400,0;24,0;400,0;24,0;130,0;505,0;505,0;505,0;130,0;400,0;163,0;425,0;400,0;646,0;646,0;425,0;646,0;646,0;400,0;646,0;505,0;646,0;646,0
397;1;1;0;1;0;0;0;0,3386063725773109;;;150,0;517,0;;;150,0;69,0;;;673,0;517,0;;;595,0;69,0;;;595,0;517,0;;;186,0;350,0;;;150,0;69,0;;;186,0;517,0;;;150,0;69,0;;;150,0;350,0;;
398;0;1;0;0;0;1;0;0,2285980212034376;;;;345,0;;;;345,0;;;;345,0;;;;345,0;;;;345,0;;;;345,0;;;;345,0;;;;345,0;;;;345,0;;;;345,0;;
399;0;1;1;0;1;0;0;0,25030325752296645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
400;0;1;0;1;1;1;0;0,2997982482783427;106,0;230,0;;243,0;230,0;230,0;;243,0;230,0;230,0;;106,0;230,0;663,0;;65,0;230,0;396,0;;396,0;230,0;396,0;;663,0;230,0;106,0;;65,0;396,0;106,0;;396,0;663,0;230,0;;106,0;230,0;396,0;;106,0;65,0;663,0
401;0;0;1;0;1;0;0;0,2006846350133488;;;306,0;;279,0;306,0;279,0;;306,0;306,0;279,0;;279,0;279,0;306,0;;306,0;306,0;279,0;;306,0;306,0;279,0;;306,0;306,0;306,0;;306,0;279,0;306,0;;279,0;279,0;279,0;;306,0;279,0;279,0;;279,0;279,0
402;0;0;1;1;0;1;1;0,2541379791261026;59,0;267,0;529,0;138,0;138,0;623,0;138,0;59,0;623,0;529,0;59,0;623,0;529,0;529,0;59,0;59,0;267,0;370,0;623,0;267,0;370,0;267,0;529,0;459,0;623,0;59,0;529,0;267,0;267,0;59,0;138,0;459,0;138,0;459,0;138,0;138,0;59,0;138,0;370,0;623,0;267,0;267,0
403;0;1;1;1;0;0;0;0,2693041043775805;;248,0;579,0;;;;565,0;;;;579,0;;;;579,0;;;;579,0;;;;579,0;;;;579,0;;;;248,0;;;;248,0;;;;579,0;;;
404;1;1;0;0;1;1;0;0,3631236349357641;;144,0;;548,0;;;;144,0;;;;548,0;;;;692,0;;;;466,0;;;;548,0;;;;466,0;;;;144,0;;;;548,0;;;;466,0;;
405;0;1;1;1;1;0;0;0,2965913043575981;237,0;237,0;237,0;;365,0;492,0;72,0;;492,0;237,0;237,0;;492,0;263,0;72,0;;263,0;167,0;237,0;;237,0;72,0;237,0;;167,0;167,0;237,0;;365,0;492,0;237,0;;492,0;263,0;167,0;;237,0;167,0;72,0;;167,0;72,0
406;0;1;1;1;1;0;0;0,2965913043575981;167,0;;72,0;72,0;237,0;72,0;237,0;237,0;72,0;72,0;72,0;167,0;72,0;72,0;237,0;72,0;72,0;237,0;72,0;167,0;72,0;237,0;72,0;167,0;72,0;237,0;72,0;72,0;72,0;237,0;72,0;167,0;237,0;72,0;72,0;237,0;72,0;237,0;167,0;167,0;237,0;346,0
407;1;1;1;0;1;1;0;0,4083868097694666;33,0;234,0;47,0;33,0;33,0;599,0;33,0;232,0;234,0;599,0;232,0;232,0;232,0;47,0;33,0;47,0;599,0;149,0;234,0;232,0;47,0;47,0;599,0;599,0;149,0;232,0;232,0;599,0;599,0;47,0;234,0;234,0;33,0;232,0;599,0;599,0;149,0;33,0;234,0;232,0;33,0;33,0
408;0;1;0;0;0;0;1;0,19422885098031425;491,0;491,0;525,0;313,0;249,0;373,0;525,0;556,0;249,0;249,0;556,0;313,0;249,0;373,0;556,0;556,0;249,0;249,0;556,0;313,0;249,0;249,0;556,0;313,0;373,0;249,0;556,0;556,0;373,0;249,0;525,0;313,0;249,0;373,0;525,0;556,0;249,0;249,0;556,0;313,0;373,0;249,0
409;1;0;1;1;0;0;0;0,31792107046550216;;190,0;;;190,0;453,0;;;439,0;431,0;;;439,0;209,0;;;190,0;190,0;;;190,0;187,0;;;190,0;190,0;;;439,0;118,0;;;439,0;439,0;;;439,0;187,0;;;439,0;190,0
410;0;0;1;0;1;1;0;0,2358617810900413;;301,0;352,0;301,0;;;352,0;352,0;;;301,0;224,0;;;301,0;224,0;;;364,0;224,0;;;301,0;352,0;;;224,0;224,0;;;352,0;364,0;;;352,0;301,0;;;301,0;301,0;;
411;0;1;0;1;0;1;0;0,27233023077345325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412;0;1;0;0;1;1;0;0,25318985659979104;;;;;665,0;336,0;;;414,0;414,0;;;414,0;665,0;;;414,0;336,0;;;336,0;414,0;;;336,0;665,0;;;414,0;336,0;;;414,0;414,0;;;336,0;665,0;;;414,0;336,0
413;0;0;1;1;0;0;0;0,2170091614500745;;;667,0;;;;667,0;;;;667,0;;;;667,0;;;;667,0;;;;667,0;;;;667,0;;;;667,0;;;;667,0;;;;667,0;;;
414;0;1;0;0;1;1;1;0,25318985659979104;61,0;52,0;551,0;502,0;61,0;61,0;502,0;188,0;412,0;412,0;551,0;52,0;412,0;188,0;686,0;502,0;412,0;61,0;502,0;52,0;61,0;412,0;686,0;502,0;61,0;188,0;551,0;52,0;412,0;61,0;502,0;188,0;412,0;412,0;551,0;188,0;188,0;188,0;686,0;188,0;412,0;61,0
415;0;1;0;1;0;1;1;0,27233023077345325;681,0;53,0;307,0;423,0;681,0;681,0;307,0;423,0;253,0;681,0;307,0;253,0;681,0;253,0;307,0;253,0;253,0;681,0;307,0;423,0;253,0;681,0;307,0;253,0;253,0;253,0;111,0;423,0;253,0;681,0;111,0;423,0;681,0;253,0;111,0;253,0;681,0;681,0;111,0;423,0;253,0;681,0
416;0;0;0;0;0;1;0;0,18223621119888045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
417;1;0;0;0;0;0;0;0,23362599616848306;504,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
418;0;0;0;1;1;0;1;0,20754258615629076;168,0;463,0;488,0;168,0;488,0;381,0;488,0;168,0;381,0;488,0;488,0;338,0;381,0;488,0;488,0;168,0;488,0;381,0;488,0;338,0;381,0;488,0;488,0;338,0;381,0;488,0;338,0;338,0;488,0;488,0;488,0;338,0;381,0;381,0;338,0;168,0;381,0;381,0;488,0;338,0;488,0;381,0
419;1;0;0;1;0;1;0;0,32125331444981103;209,0;187,0;290,0;431,0;102,0;290,0;209,0;391,0;431,0;118,0;102,0;391,0;453,0;290,0;102,0;102,0;118,0;453,0;102,0;391,0;118,0;102,0;391,0;431,0;290,0;102,0;209,0;118,0;209,0;290,0;431,0;187,0;431,0;209,0;187,0;118,0;391,0;290,0;290,0;391,0;102,0;431,0
420;1;0;1;1;0;0;0;0,31792107046550216;;439,0;190,0;439,0;;;190,0;190,0;;;190,0;439,0;;;190,0;190,0;;;439,0;439,0;;;190,0;190,0;;;190,0;190,0;;;439,0;190,0;;;190,0;190,0;;;190,0;439,0;;
421;0;1;1;1;1;1;0;0,3413992654193282;;;;386,0;;;;386,0;;;;386,0;;;;509,0;;;;569,0;;;;569,0;;;;509,0;;;;569,0;;;;569,0;;;;569,0;;
422;0;0;1;1;0;1;1;0,2541379791261026;370,0;295,0;295,0;623,0;459,0;138,0;471,0;459,0;59,0;59,0;529,0;459,0;138,0;459,0;295,0;471,0;138,0;267,0;471,0;138,0;623,0;59,0;138,0;138,0;459,0;459,0;370,0;623,0;529,0;623,0;295,0;471,0;267,0;267,0;370,0;59,0;529,0;623,0;471,0;471,0;59,0;459,0
423;0;1;0;1;0;1;0;0,27233023077345325;;;;415,0;;;;415,0;;;;642,0;;;;642,0;;;;415,0;;;;642,0;;;;415,0;;;;415,0;;;;642,0;;;;415,0;;
424;1;0;0;0;0;1;0;0,2726080071702801;;;486,0;178,0;;;85,0;178,0;;;384,0;178,0;;;85,0;384,0;;;356,0;85,0;;;486,0;356,0;;;85,0;486,0;;;384,0;356,0;;;486,0;178,0;;;85,0;356,0;;
425;0;1;0;1;1;1;0;0,2997982482783427;230,0;;243,0;;;;396,0;;;;243,0;;;;396,0;;;;243,0;;;;243,0;;;;106,0;;;;396,0;;;;396,0;;;;243,0;;;
426;0;0;0;1;0;1;0;0,21962428116898436;;375,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
427;0;0;1;1;1;0;1;0,2407433793322588;140,0;621,0;219,0;36,0;447,0;621,0;621,0;36,0;99,0;621,0;478,0;478,0;447,0;447,0;99,0;36,0;447,0;99,0;621,0;300,0;634,0;634,0;478,0;447,0;447,0;634,0;478,0;36,0;621,0;99,0;99,0;300,0;634,0;621,0;219,0;300,0;621,0;634,0;219,0;447,0;99,0;621,0
428;1;1;1;0;1;1;0;0,4083868097694666;232,0;149,0;232,0;232,0;234,0;149,0;149,0;149,0;33,0;47,0;47,0;149,0;47,0;232,0;47,0;33,0;234,0;599,0;47,0;33,0;149,0;33,0;234,0;234,0;47,0;33,0;33,0;232,0;47,0;33,0;149,0;33,0;232,0;47,0;47,0;149,0;599,0;232,0;149,0;33,0;47,0;234,0
429;1;1;0;1;0;0;0;0,3386063725773109;;69,0;;;517,0;350,0;;;350,0;350,0;;;350,0;69,0;;;350,0;517,0;;;69,0;350,0;;;350,0;350,0;;;517,0;517,0;;;517,0;517,0;;;350,0;350,0;;;517,0;350,0
430;1;1;0;1;1;1;1;0,4186252130288907;624,0;624,0;458,0;270,0;694,0;329,0;195,0;270,0;610,0;610,0;458,0;195,0;694,0;694,0;610,0;195,0;270,0;270,0;270,0;195,0;329,0;624,0;222,0;270,0;195,0;55,0;329,0;624,0;329,0;610,0;624,0;195,0;458,0;694,0;55,0;55,0;;26,0;610,0;694,0;694,0;270,0
431;1;0;0;1;0;1;1;0,32125331444981103;;362,0;311,0;419,0;;359,0;587,0;587,0;419,0;409,0;210,0;587,0;;273,0;262,0;181,0;;445,0;277,0;310,0;;445,0;181,0;419,0;;587,0;310,0;587,0;;445,0;419,0;310,0;419,0;181,0;277,0;181,0;310,0;273,0;311,0;181,0;;419,0
432;1;1;0;0;0;1;0;0,33260969386236583;6,0;6,0;6,0;250,0;282,0;563,0;6,0;250,0;282,0;6,0;250,0;563,0;212,0;563,0;250,0;212,0;282,0;250,0;6,0;563,0;282,0;250,0;282,0;563,0;250,0;250,0;563,0;563,0;250,0;563,0;212,0;563,0;563,0;282,0;250,0;563,0;6,0;563,0;250,0;563,0;212,0;6,0
433;1;1;1;1;1;0;1;0,4149003547110088;332,0;30,0;560,0;30,0;635,0;278,0;635,0;560,0;30,0;278,0;560,0;635,0;30,0;26,0;558,0;560,0;278,0;635,0;558,0;560,0;30,0;635,0;558,0;30,0;635,0;278,0;560,0;635,0;30,0;30,0;278,0;30,0;635,0;30,0;278,0;332,0;278,0;278,0;560,0;635,0;26,0;278,0
434;0;1;0;0;0;0;0;0,19422885098031425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;0;1;1;0;0;0;0;0,2259069811657392;;;;;238,0;146,0;;;146,0;238,0;;;238,0;238,0;;;238,0;238,0;;;238,0;146,0;;;146,0;146,0;;;146,0;238,0;;;146,0;238,0;;;146,0;238,0;;;238,0;238,0
436;0;1;0;1;1;0;1;0,25830885822557065;528,0;528,0;291,0;299,0;298,0;528,0;291,0;2,0;299,0;291,0;528,0;298,0;528,0;298,0;528,0;298,0;528,0;298,0;299,0;299,0;291,0;299,0;291,0;528,0;528,0;291,0;528,0;528,0;291,0;528,0;528,0;528,0;291,0;298,0;2,0;528,0;299,0;299,0;291,0;528,0;291,0;299,0
437;1;1;0;0;0;0;0;0,2884500933795053;545,0;;641,0;641,0;;;545,0;545,0;;;545,0;545,0;;;545,0;641,0;;;545,0;641,0;;;545,0;545,0;;;641,0;641,0;;;545,0;641,0;;;545,0;545,0;;;545,0;545,0;;
438;0;0;0;1;0;1;0;0,21962428116898436;375,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;1;0;1;1;0;0;1;0,31792107046550216;122,0;420,0;445,0;420,0;123,0;123,0;445,0;445,0;409,0;273,0;445,0;420,0;409,0;122,0;445,0;445,0;123,0;123,0;420,0;420,0;123,0;122,0;445,0;445,0;123,0;123,0;445,0;445,0;409,0;123,0;420,0;445,0;409,0;409,0;445,0;445,0;409,0;122,0;445,0;420,0;409,0;123,0
440;1;0;1;0;0;1;0;0,3121178494347399;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
441;1;1;0;1;0;0;0;0,3386063725773109;517,0;;;;350,0;69,0;;;69,0;69,0;;;69,0;517,0;;;69,0;69,0;;;350,0;517,0;;;69,0;69,0;;;69,0;350,0;;;350,0;69,0;;;517,0;69,0;;;350,0;69,0
442;1;0;0;1;1;0;1;0,3057715080176313;132,0;132,0;126,0;470,0;240,0;216,0;126,0;126,0;625,0;240,0;126,0;108,0;216,0;162,0;470,0;470,0;162,0;240,0;126,0;216,0;625,0;240,0;108,0;470,0;162,0;625,0;108,0;108,0;240,0;162,0;108,0;126,0;162,0;240,0;132,0;216,0;162,0;625,0;470,0;216,0;240,0;240,0
443;1;0;0;0;0;0;0;0,23362599616848306;;;;553,0;;;;573,0;;;;573,0;;;;504,0;;;;573,0;;;;573,0;;;;553,0;;;;573,0;;;;553,0;;;;553,0;;
444;1;0;0;0;1;1;0;0,30009248760362195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
445;1;0;1;1;0;0;0;0,31792107046550216;;;439,0;190,0;;391,0;439,0;439,0;;453,0;439,0;190,0;;102,0;439,0;439,0;;431,0;190,0;190,0;;431,0;439,0;439,0;;118,0;439,0;439,0;;431,0;190,0;439,0;;391,0;439,0;439,0;;391,0;439,0;190,0;;290,0
446;1;1;1;0;1;1;0;0,4083868097694666;599,0;47,0;33,0;47,0;47,0;47,0;599,0;599,0;149,0;234,0;234,0;234,0;149,0;599,0;149,0;232,0;149,0;33,0;149,0;234,0;599,0;149,0;232,0;33,0;33,0;599,0;234,0;234,0;33,0;149,0;599,0;232,0;47,0;234,0;234,0;232,0;234,0;599,0;47,0;234,0;234,0;599,0
447;0;0;1;1;1;0;0;0,2407433793322588;656,0;257,0;;656,0;427,0;166,0;;656,0;166,0;257,0;;257,0;427,0;427,0;;656,0;427,0;166,0;;166,0;656,0;257,0;;427,0;427,0;166,0;;257,0;166,0;656,0;;656,0;656,0;656,0;;257,0;257,0;656,0;;427,0;257,0;257,0
448;0;0;0;0;0;0;0;0,15345084730174804;;;;207,0;;;;207,0;;;;285,0;;;;285,0;;;;285,0;;;;285,0;;;;285,0;;;;207,0;;;;285,0;;;;207,0;;
449;1;1;0;0;1;0;1;0,3168360725006976;654,0;494,0;39,0;131,0;131,0;131,0;191,0;319,0;131,0;131,0;191,0;131,0;39,0;39,0;191,0;319,0;39,0;39,0;191,0;319,0;39,0;39,0;191,0;131,0;131,0;131,0;191,0;319,0;131,0;131,0;39,0;131,0;39,0;131,0;39,0;319,0;39,0;131,0;191,0;319,0;131,0;39,0
450;1;1;1;1;1;1;0;0,4657473237537692;265,0;506,0;;524,0;;;;174,0;;;;524,0;;;;105,0;;;;506,0;;;;506,0;;;;506,0;;;;265,0;;;;524,0;;;;105,0;;
451;1;0;1;1;0;1;0;0,3642826211491781;13,0;239,0;;187,0;590,0;239,0;;290,0;590,0;590,0;;102,0;13,0;590,0;;391,0;239,0;239,0;;290,0;239,0;239,0;;118,0;13,0;13,0;;453,0;13,0;13,0;;290,0;590,0;239,0;;187,0;13,0;239,0;;118,0;13,0;13,0
452;1;1;1;0;1;0;1;0,3595871722394001;177,0;460,0;480,0;254,0;177,0;254,0;460,0;177,0;460,0;460,0;460,0;341,0;480,0;254,0;177,0;547,0;637,0;460,0;460,0;591,0;637,0;480,0;637,0;177,0;547,0;637,0;547,0;547,0;254,0;547,0;480,0;637,0;254,0;177,0;177,0;177,0;480,0;480,0;460,0;341,0;177,0;547,0
453;1;0;0;1;0;1;1;0,32125331444981103;;500,0;310,0;211,0;;409,0;311,0;310,0;;445,0;181,0;578,0;419,0;310,0;362,0;310,0;;419,0;310,0;578,0;587,0;359,0;262,0;181,0;310,0;122,0;262,0;451,0;310,0;181,0;262,0;181,0;587,0;122,0;262,0;211,0;;310,0;587,0;311,0;181,0;587,0
454;1;0;1;0;0;0;1;0,2695799376398798;628,0;284,0;256,0;84,0;84,0;256,0;63,0;284,0;63,0;256,0;198,0;84,0;252,0;63,0;63,0;84,0;293,0;293,0;256,0;293,0;256,0;63,0;293,0;284,0;63,0;293,0;628,0;84,0;293,0;256,0;628,0;284,0;293,0;252,0;293,0;293,0;256,0;84,0;198,0;198,0;293,0;252,0
455;1;1;1;1;1;0;1;0,4149003547110088;560,0;278,0;278,0;560,0;30,0;30,0;278,0;30,0;26,0;635,0;278,0;560,0;26,0;635,0;560,0;30,0;26,0;30,0;635,0;332,0;635,0;278,0;278,0;560,0;278,0;26,0;635,0;30,0;635,0;278,0;558,0;332,0;26,0;26,0;560,0;30,0;26,0;30,0;278,0;332,0;30,0;30,0
456;0;0;0;0;0;1;0;0,18223621119888045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
457;1;0;1;0;0;0;0;0,2695799376398798;657,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
458;1;1;0;1;1;1;0;0,4186252130288907;233,0;483,0;430,0;320,0;571,0;684,0;233,0;314,0;483,0;483,0;430,0;639,0;320,0;639,0;639,0;684,0;571,0;314,0;320,0;684,0;639,0;639,0;483,0;493,0;571,0;571,0;493,0;233,0;233,0;483,0;483,0;571,0;430,0;233,0;483,0;233,0;233,0;233,0;314,0;483,0;320,0;320,0
459;0;0;1;1;0;1;0;0,2541379791261026;83,0;683,0;;683,0;422,0;683,0;;422,0;683,0;501,0;;422,0;501,0;422,0;;683,0;683,0;683,0;;501,0;83,0;501,0;;402,0;422,0;422,0;;567,0;567,0;683,0;;402,0;368,0;402,0;;83,0;567,0;501,0;;501,0;368,0;422,0
460;1;1;1;0;1;0;0;0,3595871722394001;;452,0;549,0;;538,0;630,0;452,0;;452,0;452,0;452,0;;175,0;175,0;;;538,0;452,0;452,0;;630,0;538,0;538,0;;462,0;630,0;;;538,0;175,0;538,0;;549,0;549,0;;;630,0;630,0;452,0;;175,0;630,0
461;0;0;1;0;1;1;0;0,2358617810900413;;;301,0;;;;301,0;;;;224,0;;;;352,0;;;;301,0;;;;352,0;;;;352,0;;;;224,0;;;;364,0;;;;224,0;;;
462;1;1;1;0;1;0;1;0,3595871722394001;254,0;547,0;254,0;341,0;254,0;637,0;591,0;547,0;480,0;547,0;637,0;591,0;254,0;177,0;547,0;341,0;254,0;480,0;254,0;254,0;547,0;637,0;547,0;254,0;460,0;177,0;254,0;177,0;547,0;254,0;591,0;341,0;547,0;637,0;480,0;637,0;254,0;547,0;637,0;547,0;480,0;177,0
463;0;0;0;1;1;0;0;0,20754258615629076;;418,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
464;0;1;0;1;0;0;0;0,2333751968038737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
465;1;0;1;0;1;1;1;0,3417144085911393;508,0;531,0;508,0;508,0;335,0;335,0;335,0;508,0;508,0;531,0;335,0;335,0;508,0;531,0;508,0;508,0;531,0;508,0;508,0;335,0;508,0;335,0;508,0;531,0;508,0;335,0;531,0;508,0;531,0;335,0;335,0;531,0;508,0;335,0;531,0;531,0;531,0;508,0;335,0;531,0;531,0;335,0
466;1;1;0;0;1;1;1;0,3631236349357641;14,0;382,0;649,0;574,0;68,0;372,0;14,0;484,0;14,0;14,0;574,0;484,0;484,0;484,0;574,0;574,0;68,0;574,0;14,0;404,0;14,0;484,0;14,0;372,0;14,0;68,0;68,0;404,0;14,0;68,0;14,0;574,0;372,0;14,0;649,0;574,0;484,0;14,0;574,0;404,0;484,0;372,0
467;0;0;1;0;0;1;0;0,21247414728306924;100,0;;269,0;;100,0;269,0;100,0;;201,0;100,0;100,0;;201,0;201,0;100,0;;100,0;100,0;100,0;;100,0;100,0;269,0;;100,0;100,0;269,0;;100,0;201,0;100,0;;269,0;201,0;201,0;;100,0;269,0;201,0;;269,0;100,0
468;1;1;1;0;0;0;1;0,3292167894214138;344,0;601,0;586,0;601,0;344,0;158,0;586,0;601,0;344,0;344,0;158,0;158,0;158,0;158,0;586,0;601,0;344,0;158,0;586,0;601,0;344,0;158,0;586,0;601,0;344,0;158,0;586,0;158,0;344,0;344,0;586,0;158,0;158,0;158,0;586,0;158,0;344,0;344,0;158,0;158,0;344,0;344,0
469;0;1;1;0;1;1;1;0,2910113136116215;134,0;597,0;260,0;597,0;213,0;134,0;213,0;597,0;134,0;213,0;260,0;597,0;134,0;213,0;213,0;597,0;134,0;213,0;260,0;597,0;213,0;213,0;213,0;597,0;213,0;134,0;213,0;134,0;134,0;213,0;260,0;134,0;134,0;213,0;213,0;597,0;134,0;134,0;260,0;134,0;134,0;134,0
470;1;0;0;1;1;0;0;0,3057715080176313;;;304,0;442,0;;;129,0;304,0;;;546,0;129,0;;;442,0;442,0;;;304,0;546,0;;;546,0;442,0;;;129,0;129,0;;;304,0;546,0;;;304,0;129,0;;;442,0;304,0;;
471;0;0;1;1;0;1;0;0,2541379791261026;567,0;567,0;83,0;83,0;;;422,0;501,0;;;683,0;567,0;;;683,0;422,0;;;422,0;368,0;;;683,0;368,0;;;83,0;683,0;;;368,0;422,0;;;368,0;683,0;;;422,0;422,0;;
472;1;0;0;1;0;0;1;0,27797347546282425;629,0;277,0;342,0;137,0;137,0;137,0;629,0;98,0;676,0;137,0;522,0;342,0;137,0;674,0;342,0;137,0;674,0;676,0;342,0;137,0;674,0;676,0;98,0;98,0;676,0;137,0;522,0;89,0;676,0;676,0;137,0;89,0;342,0;674,0;629,0;629,0;676,0;342,0;137,0;137,0;342,0;342,0
473;1;0;1;0;1;0;0;0,2968837307262043;346,0;263,0;263,0;492,0;263,0;346,0;263,0;346,0;346,0;263,0;492,0;365,0;365,0;346,0;492,0;263,0;365,0;365,0;492,0;346,0;492,0;263,0;263,0;492,0;492,0;492,0;365,0;492,0;346,0;365,0;492,0;365,0;365,0;492,0;346,0;263,0;492,0;346,0;492,0;492,0;263,0;263,0
